A0A183	IPI00807623
A2RUT3	IPI00455573
A2RUU4	IPI00796447
A2RUV9	IPI00765293
A2RUW0	IPI00831734
A2RUW1	IPI00366104
A2RUW7	IPI00799039
A2RV01	IPI00554409
A2RV01	IPI00844951
A2RV06	IPI00487556
A2RV06	IPI00920627
A2RV18	IPI00493157
A2RV29	IPI00805223
A2RVM0	IPI00517560
A2RVP7	IPI00545567
A2RVP7	IPI00829337
A2RVQ5	IPI00522001
A2RVQ5	IPI01027879
A2RVT6	IPI00540566
A2RVT6	IPI00929962
A2RVV7	IPI00520305
A2RVV7	IPI00656871
A2RVV7	IPI00931002
A2RVV7	IPI00992390
A2SWM2	IPI00609284
A2T928	IPI00679293
A2T929	IPI00994409
A2TGX5	IPI00567486
A2TJV2	IPI00316088
A2VCK2	IPI00739883
A2VCL2	IPI00151980
A2VCL2	IPI00868927
A2VCL2	IPI00982812
A2VCW5	IPI00208097
A2VCW5	IPI00877357
A2VCW9	IPI00858395
A2VCX1	IPI00363859
A2VCZ5	IPI00504515
A2VD12	IPI00201858
A2VD13	IPI00363537
A2VD23	IPI00482673
A2VD33	IPI00489054
A2VDF0	IPI00815895
A2VDF0	IPI00845372
A2VDH3	IPI00938501
A2VDJ0	IPI00021671
A2VDJ0	IPI00384634
A2VDJ0	IPI00889612
A2VDJ0	IPI00936363
A2VDK6	IPI00702806
A2VDK9	IPI00703901
A2VDL4	IPI00711441
A2VDL6	IPI00839060
A2VDL8	IPI00692963
A2VDL9	IPI00711840
A2VDM0	IPI00839993
A2VDM8	IPI00842063
A2VDN0	IPI00695270
A2VDN5	IPI00840116
A2VDN6	IPI00687512
A2VDP0	IPI00685757
A2VDP1	IPI00690596
A2VDP2	IPI00712212
A2VDP4	IPI00698860
A2VDP5	IPI00687156
A2VDP6	IPI00694257
A2VDQ5	IPI00713395
A2VDQ7	IPI00714295
A2VDR2	IPI00693816
A2VDR8	IPI00725498
A2VDR9	IPI00700144
A2VDS0	IPI00718617
A2VDS1	IPI00687012
A2VDT1	IPI00702362
A2VDT4	IPI00710299
A2VDT6	IPI00692094
A2VDT9	IPI00709736
A2VDU1	IPI00699481
A2VDU2	IPI00698236
A2VDU3	IPI00708123
A2VDV2	IPI00906507
A2VDV9	IPI00704585
A2VDW6	IPI00714972
A2VDW9	IPI00714267
A2VDX7	IPI00715582
A2VDX9	IPI00838777
A2VDY3	IPI00702618
A2VDY4	IPI00715634
A2VDY6	IPI00707463
A2VDZ3	IPI00904226
A2VDZ4	IPI00695658
A2VDZ5	IPI00837932
A2VDZ9	IPI00703900
A2VE00	IPI00688595
A2VE01	IPI00689141
A2VE02	IPI00713703
A2VE04	IPI00711796
A2VE08	IPI00714269
A2VE10	IPI00704574
A2VE13	IPI00690191
A2VE14	IPI00690007
A2VE15	IPI00698955
A2VE21	IPI00688869
A2VE22	IPI00697183
A2VE23	IPI00699326
A2VE29	IPI00907877
A2VE31	IPI00709658
A2VE33	IPI00837780
A2VE36	IPI00716540
A2VE39	IPI00703022
A2VE40	IPI00693442
A2VE44	IPI00842024
A2VE45	IPI00694078
A2VE47	IPI00699925
A2VE52	IPI00708018
A2VE53	IPI00710855
A2VE54	IPI00714404
A2VE55	IPI00711366
A2VE56	IPI00706961
A2VE58	IPI00707991
A2VE61	IPI00702731
A2VE67	IPI00847082
A2VE70	IPI00716490
A2VE78	IPI00698638
A2VE79	IPI00716863
A2VE99	IPI00707718
A2VEA3	IPI00690490
A2VEA7	IPI00717957
A2VEC9	IPI00446753
A2VEC9	IPI00843797
A3E0T0	IPI00204506
A3EWL3	IPI00517369
A3EWL3	IPI00554422
A3EWL3	IPI00837466
A3EWL3	IPI00891315
A3FEM2	IPI00832849
A3FIN4	IPI00226017
A3FIN4	IPI00649473
A3FIN4	IPI00885902
A3FPG8	IPI00697212
A3KFF6	IPI00685530
A3KFT3	IPI00183993
A3KFU9	IPI00464195
A3KFU9	IPI00869403
A3KFU9	IPI00869406
A3KFX0	IPI00346135
A3KG59	IPI00406538
A3KG59	IPI00845710
A3KGA4	IPI00830692
A3KGB4	IPI00676513
A3KGF7	IPI00222032
A3KGF7	IPI00652801
A3KGF7	IPI00855131
A3KGF7	IPI01016177
A3KGF9	IPI00453781
A3KGK3	IPI00757963
A3KGK3	IPI00953734
A3KGS3	IPI00756343
A3KGS3	IPI00845657
A3KGT9	IPI00512565
A3KGV1	IPI00130958
A3KGV1	IPI00420925
A3KGV1	IPI00750945
A3KGV1	IPI00753993
A3KGV1	IPI00756428
A3KGV1	IPI00756984
A3KGV1	IPI00856846
A3KGW5	IPI00348848
A3KGZ2	IPI00772281
A3KMH1	IPI00158296
A3KMH1	IPI00376322
A3KMH1	IPI00900366
A3KMN5	IPI00462073
A3KMN5	IPI00869409
A3KMP2	IPI00672046
A3KMP2	IPI00762806
A3KMR8	IPI00489472
A3KMV1	IPI00718190
A3KMV2	IPI00714456
A3KMV5	IPI00716130
A3KMV8	IPI00842999
A3KMW7	IPI00686490
A3KMX0	IPI00716132
A3KMX7	IPI00692605
A3KMX8	IPI00694478
A3KMY4	IPI00842902
A3KMZ6	IPI00690118
A3KN05	IPI00694630
A3KN12	IPI00734427
A3KN19	IPI00690225
A3KN22	IPI00713133
A3KN24	IPI00699134
A3KN25	IPI00845185
A3KN27	IPI00689937
A3KN28	IPI00824374
A3KN32	IPI00725570
A3KN33	IPI00707738
A3KN36	IPI00693153
A3KN46	IPI00699442
A3KN83	IPI00023649
A3KN83	IPI00879053
A3KN83	IPI00879170
A3KN83	IPI00879441
A3KNA5	IPI00844966
A3KNA7	IPI00806972
A3KNI7	IPI00852021
A3KNJ8	IPI00609695
A3KNK1	IPI00844900
A3KNK7	IPI00844911
A3KNL5	IPI00845102
A3KNL6	IPI00844969
A3KNM4	IPI00851736
A3KNM5	IPI00509873
A3KNN3	IPI00616402
A3KNS2	IPI00484276
A3KNS9	IPI00516097
A3KNW0	IPI00503736
A3KNX5	IPI00845052
A3KNX6	IPI00844908
A3KP37	IPI00920343
A3KP40	IPI00483274
A3KP48	IPI00851651
A3KP59	IPI00609075
A3KP74	IPI00501723
A3KP77	IPI00494430
A3KP85	IPI00933936
A3KPA3	IPI00512433
A3KPE8	IPI00540352
A3KPF2	IPI00523648
A3KPF2	IPI00544269
A3KPF5	IPI00520170
A3KPF8	IPI00541844
A3KPK0	IPI00505372
A3KPL7	IPI00512081
A3KPN8	IPI00502441
A3KPP4	IPI00483440
A3KPQ7	IPI00488905
A3KPR5	IPI00832667
A3KPW7	IPI00845030
A3KPW9	IPI00491305
A3KQ55	IPI00505505
A3KQ58	IPI00803635
A3KQA5	IPI00491977
A3KQI3	IPI00608467
A3KQQ9	IPI00496925
A3KQS4	IPI00485056
A3KQS5	IPI00619216
A3KQV2	IPI00508549
A3QJZ6	IPI00855983
A3QK15	IPI00490036
A3QK15	IPI00861322
A3QK16	IPI00482907
A3QPB9	IPI00368229
A3R064	IPI00845156
A3RK74	IPI00844938
A3RK75	IPI00511073
A4D0S4	IPI00295437
A4D0S4	IPI00852842
A4D0S4	IPI00927194
A4D0T2	IPI00086419
A4D0T7	IPI00844352
A4D0T7	IPI00903087
A4D0V7	IPI00290995
A4D0V7	IPI00412991
A4D0Y5	IPI00081562
A4D126	IPI00894461
A4D161	IPI00395803
A4D161	IPI00852812
A4D161	IPI00853231
A4D174	IPI00807649
A4D1B5	IPI00871629
A4D1B5	IPI00893006
A4D1B5	IPI00894268
A4D1B5	IPI01013779
A4D1E1	IPI00328308
A4D1E9	IPI00167638
A4D1E9	IPI00217526
A4D1E9	IPI00552355
A4D1F6	IPI00887636
A4D1F6	IPI00935774
A4D1M5	IPI00742191
A4D1N5	IPI00167349
A4D1P6	IPI00302965
A4D1P6	IPI00477281
A4D1P6	IPI00879760
A4D1S0	IPI00394851
A4D1S0	IPI00719758
A4D1S5	IPI00478209
A4D1S5	IPI00923598
A4D1T9	IPI00555974
A4D1U4	IPI00401193
A4D1Z8	IPI00455031
A4D250	IPI01022128
A4D256	IPI00402094
A4D263	IPI00887869
A4D2B0	IPI00926544
A4D2B8	IPI00477733
A4D2B8	IPI00871484
A4D2B8	IPI00953669
A4D2G3	IPI00398221
A4D2H0	IPI00030542
A4D2P6	IPI00890736
A4D7R9	IPI00704714
A4D7R9	IPI00845172
A4D7S0	IPI00695086
A4D997	IPI00395940
A4D998	IPI00519962
A4F267	IPI00202955
A4FU01	IPI00009141
A4FU01	IPI00376863
A4FU01	IPI00892941
A4FU01	IPI00894131
A4FU01	IPI00894262
A4FU01	IPI00915025
A4FU28	IPI00740858
A4FU49	IPI00395985
A4FU49	IPI00893644
A4FU49	IPI01008835
A4FU49	IPI01008859
A4FU69	IPI00394857
A4FU69	IPI00791236
A4FU69	IPI00874210
A4FU69	IPI00879363
A4FU69	IPI00913929
A4FUA8	IPI00694110
A4FUB0	IPI00692874
A4FUB7	IPI00845195
A4FUB8	IPI00705100
A4FUC0	IPI00692120
A4FUC9	IPI00689242
A4FUD1	IPI00692244
A4FUD3	IPI00696693
A4FUD4	IPI00716169
A4FUD6	IPI00717995
A4FUD9	IPI00707927
A4FUE7	IPI01028278
A4FUF0	IPI00760513
A4FUF0	IPI00841062
A4FUG7	IPI00707322
A4FUG8	IPI00729762
A4FUH0	IPI00712708
A4FUH1	IPI00712422
A4FUH5	IPI00690871
A4FUI1	IPI00690012
A4FUI2	IPI00845188
A4FUM1	IPI00616362
A4FUN7	IPI00508425
A4FUN9	IPI00609336
A4FUP9	IPI00226355
A4FUP9	IPI00877303
A4FUQ5	IPI00131824
A4FUW8	IPI00700964
A4FUX8	IPI00687878
A4FUY1	IPI00702510
A4FUY1	IPI00866991
A4FUY7	IPI00718323
A4FUY9	IPI00837535
A4FUZ0	IPI00845209
A4FUZ5	IPI00713989
A4FUZ6	IPI00839320
A4FV08	IPI00703399
A4FV14	IPI00712885
A4FV27	IPI00685550
A4FV29	IPI00688252
A4FV37	IPI00716264
A4FV42	IPI00716759
A4FV45	IPI00707340
A4FV48	IPI00845194
A4FV52	IPI00691703
A4FV54	IPI00718035
A4FV57	IPI00714372
A4FV58	IPI00707258
A4FV58	IPI00852441
A4FV61	IPI00701256
A4FV68	IPI00707112
A4FV72	IPI00686175
A4FV75	IPI00688517
A4FV84	IPI00718277
A4FV93	IPI00710036
A4FV97	IPI00710197
A4FV98	IPI00715322
A4FVI0	IPI00817631
A4FVJ7	IPI00503608
A4FVP2	IPI00523142
A4FVP2	IPI00656568
A4GG66	IPI00337140
A4GSN8	IPI00530848
A4GXA9	IPI00174440
A4GXA9	IPI00885210
A4IF30	IPI00845268
A4IF30	IPI00876988
A4IF62	IPI00701819
A4IF63	IPI00728692
A4IF69	IPI00697911
A4IF75	IPI00847085
A4IF78	IPI00720268
A4IF87	IPI00716800
A4IF89	IPI00709982
A4IF90	IPI00839506
A4IF93	IPI00692952
A4IF94	IPI00717305
A4IF97	IPI00687409
A4IF98	IPI00706140
A4IFA3	IPI00729499
A4IFA6	IPI00685291
A4IFA7	IPI00709168
A4IFA8	IPI00699159
A4IFB1	IPI00706082
A4IFB4	IPI00701380
A4IFB6	IPI00701139
A4IFC4	IPI00843670
A4IFC9	IPI00707523
A4IFD0	IPI00691226
A4IFD2	IPI00697855
A4IFD7	IPI00698162
A4IFD8	IPI00824517
A4IFE3	IPI00847083
A4IFE4	IPI00723008
A4IFE9	IPI00712965
A4IFF3	IPI00702141
A4IFG2	IPI00686832
A4IFG4	IPI00702142
A4IFH4	IPI00696367
A4IFH5	IPI00691627
A4IFH6	IPI00700845
A4IFI1	IPI00688825
A4IFJ0	IPI00840601
A4IFJ1	IPI00707874
A4IFJ5	IPI00702726
A4IFJ6	IPI00708944
A4IFK0	IPI00708040
A4IFK2	IPI00732795
A4IFK7	IPI00697872
A4IFK9	IPI00847117
A4IFL0	IPI00712194
A4IFL1	IPI00707733
A4IFL2	IPI00707271
A4IFM1	IPI00706675
A4IFM3	IPI00688267
A4IFM7	IPI00698470
A4IFN2	IPI00703450
A4IFN5	IPI00867440
A4IFP3	IPI00725381
A4IFQ0	IPI00710384
A4IFQ0	IPI00876807
A4IFR0	IPI00693633
A4IFR3	IPI00847101
A4IFR8	IPI00718112
A4IFR8	IPI00890676
A4IFU7	IPI00717960
A4IFU8	IPI00696064
A4IFW2	IPI00801212
A4IG32	IPI00845987
A4IG42	IPI00806324
A4IG55	IPI00502966
A4IG55	IPI00889410
A4IG59	IPI00508912
A4IG61	IPI00862580
A4IG62	IPI00491012
A4IG66	IPI00806939
A4IG72	IPI00845960
A4IGC3	IPI00835310
A4IGD2	IPI00975345
A4IGF3	IPI00800073
A4IGH2	IPI00846095
A4IGH4	IPI00504879
A4IJ27	IPI00891780
A4K436	IPI00840795
A4K436	IPI00905335
A4K436	IPI00930023
A4K436	IPI00930030
A4K436	IPI00930035
A4KWA1	IPI00327345
A4KWA5	IPI00358446
A4KWA6	IPI00767580
A4KWA8	IPI00558765
A4L691	IPI00373061
A4L9P5	IPI00781712
A4L9P5	IPI00950854
A4L9P7	IPI00364488
A4L9P8	IPI00389510
A4Q9E4	IPI00624974
A4Q9E5	IPI00123720
A4Q9E5	IPI00409347
A4Q9E5	IPI00974797
A4Q9E8	IPI00271705
A4Q9E8	IPI00889290
A4Q9F0	IPI00760054
A4Q9F0	IPI00857636
A4Q9F1	IPI00223886
A4Q9F3	IPI00649826
A4Q9F3	IPI00889312
A4Q9F4	IPI00137146
A4Q9F4	IPI00845554
A4Q9F4	IPI00889256
A4Q9F6	IPI00224085
A4QMS7	IPI00782948
A4QN01	IPI00642266
A4QN56	IPI00807094
A4QN59	IPI00497973
A4QNR8	IPI00845920
A4QNW7	IPI00846065
A4QNW7	IPI00896253
A4QNX2	IPI00845896
A4QNX3	IPI00846077
A4QNX6	IPI00484711
A4QNZ7	IPI00845976
A4QNZ7	IPI00851297
A4QNZ7	IPI00871013
A4QP31	IPI00498026
A4QP72	IPI00851916
A4QP73	IPI01017035
A4QP75	IPI00512387
A4QP78	IPI00846084
A4QP81	IPI00618643
A4QPB2	IPI00018681
A4QPB2	IPI00852688
A4QPC6	IPI00515385
A4QPC6	IPI00874705
A4QPH2	IPI00456476
A4QPH2	IPI00871913
A4QPH2	IPI00885008
A4UGR9	IPI00167400
A4UGR9	IPI00550232
A4UGR9	IPI00885004
A4UGR9	IPI00893002
A4UGR9	IPI00915318
A4UGR9	IPI00915341
A4UGR9	IPI01015807
A4V8B4	IPI00211397
A4VCH0	IPI00503489
A4VCH4	IPI00484425
A4Z943	IPI00713731
A4Z945	IPI00723944
A4ZNR4	IPI00851957
A4ZNR5	IPI00506424
A4ZYQ5	IPI00763833
A5A3E0	IPI00739539
A5D6R3	IPI00483414
A5D6U8	IPI00854135
A5D6V4	IPI00499273
A5D6W6	IPI00402145
A5D6W6	IPI00884939
A5D785	IPI00713237
A5D787	IPI00695649
A5D789	IPI00852482
A5D789	IPI00944442
A5D794	IPI00704893
A5D796	IPI00697760
A5D7A0	IPI00843257
A5D7B1	IPI00706716
A5D7B2	IPI00689556
A5D7B5	IPI00688333
A5D7C1	IPI00692860
A5D7C2	IPI00906230
A5D7C3	IPI00852453
A5D7C9	IPI00826877
A5D7D1	IPI00713468
A5D7E2	IPI00852556
A5D7E9	IPI00695100
A5D7F5	IPI00708717
A5D7F6	IPI00852472
A5D7F8	IPI00694406
A5D7H1	IPI00852497
A5D7H2	IPI00852428
A5D7H3	IPI00852533
A5D7H5	IPI00695565
A5D7I0	IPI00707353
A5D7I4	IPI00723390
A5D7J1	IPI00815590
A5D7J3	IPI00841632
A5D7J5	IPI00852484
A5D7K1	IPI00852522
A5D7K7	IPI00868528
A5D7K8	IPI00852567
A5D7L5	IPI00705331
A5D7L8	IPI00852521
A5D7M3	IPI00852514
A5D7M7	IPI00707008
A5D7N3	IPI00691321
A5D7N9	IPI00715841
A5D7P0	IPI00692550
A5D7P8	IPI00691252
A5D7Q3	IPI00852479
A5D7R1	IPI00705938
A5D7R8	IPI00695261
A5D7S3	IPI00852563
A5D7T0	IPI00706730
A5D7T4	IPI00713309
A5D7U0	IPI00852452
A5D7U1	IPI00696232
A5D7V5	IPI00705417
A5D7V7	IPI00701885
A5D7V9	IPI00852471
A5D8S0	IPI00851382
A5D8S1	IPI00854268
A5D8S1	IPI00886518
A5D8S5	IPI00760157
A5D8S8	IPI00631045
A5D8T8	IPI00887415
A5D8T8	IPI00888010
A5D8V6	IPI00401773
A5D8V7	IPI00072644
A5D8W1	IPI00015625
A5D8W1	IPI00411697
A5D8W1	IPI00878723
A5D8W1	IPI00885044
A5D8W1	IPI00922566
A5D962	IPI00706638
A5D979	IPI00702301
A5D989	IPI00691738
A5D992	IPI00714507
A5D9A7	IPI00696979
A5D9C6	IPI00690175
A5D9D4	IPI00701890
A5D9H7	IPI00852466
A5HAK0	IPI00483642
A5HK05	IPI00370666
A5HNF6	IPI00576369
A5JV83	IPI00510970
A5LHX3	IPI00051808
A5PF44	IPI00483340
A5PF48	IPI00503482
A5PF62	IPI00489272
A5PHT0	IPI00854314
A5PHT0	IPI00854322
A5PJ65	IPI00696245
A5PJ82	IPI00854360
A5PJ93	IPI00717743
A5PJA1	IPI00717802
A5PJA8	IPI00854376
A5PJC4	IPI00854344
A5PJC7	IPI00688929
A5PJD0	IPI00708773
A5PJD3	IPI00854547
A5PJD8	IPI00854520
A5PJF4	IPI00702191
A5PJF6	IPI00691151
A5PJG7	IPI00841029
A5PJI5	IPI00698148
A5PJI6	IPI00702838
A5PJI7	IPI00689469
A5PJJ5	IPI00700167
A5PJJ7	IPI00724006
A5PJK0	IPI00717347
A5PJK1	IPI00854396
A5PJK7	IPI00690445
A5PJL1	IPI00854416
A5PJM4	IPI00716943
A5PJM5	IPI00854481
A5PJM7	IPI00854429
A5PJN0	IPI00712146
A5PJN1	IPI00691574
A5PJN2	IPI00694868
A5PJN5	IPI00854434
A5PJN8	IPI00707096
A5PJP1	IPI00708912
A5PJP6	IPI00687250
A5PJP6	IPI00854460
A5PJQ2	IPI00714622
A5PJR4	IPI00707722
A5PJS2	IPI00854411
A5PJS6	IPI00714006
A5PJT0	IPI00696653
A5PJU6	IPI00710608
A5PJU7	IPI00717583
A5PJU8	IPI00711402
A5PJU9	IPI00705341
A5PJV0	IPI00713594
A5PJV3	IPI00712354
A5PJV8	IPI00710287
A5PJW2	IPI00716284
A5PJX4	IPI00854559
A5PJX7	IPI00687260
A5PJY4	IPI00702578
A5PJZ1	IPI00854373
A5PJZ2	IPI00854529
A5PJZ5	IPI00689226
A5PK00	IPI00854407
A5PK13	IPI00685147
A5PK14	IPI00697877
A5PK16	IPI00854394
A5PK19	IPI00701530
A5PK21	IPI00689333
A5PK23	IPI00854424
A5PK26	IPI00688808
A5PK27	IPI00712723
A5PK29	IPI00868541
A5PK30	IPI00709626
A5PK39	IPI00705585
A5PK40	IPI00854399
A5PK43	IPI00703091
A5PK45	IPI00713107
A5PK46	IPI00704085
A5PK51	IPI00854386
A5PK51	IPI00883387
A5PK61	IPI00685909
A5PK62	IPI00687918
A5PK63	IPI00689728
A5PK65	IPI00709665
A5PK74	IPI00826036
A5PKA5	IPI00689578
A5PKB7	IPI00689744
A5PKC7	IPI00843190
A5PKD8	IPI00854401
A5PKD9	IPI00854413
A5PKE4	IPI00868616
A5PKF5	IPI00868577
A5PKG6	IPI00854465
A5PKG7	IPI00709734
A5PKG8	IPI00854488
A5PKH3	IPI00705822
A5PKI3	IPI00714868
A5PKJ4	IPI00854534
A5PKK7	IPI00906724
A5PKK9	IPI00698047
A5PKL1	IPI00693048
A5PKL6	IPI00707644
A5PKL7	IPI00854496
A5PKW4	IPI00217012
A5PKW4	IPI00884984
A5PL33	IPI00162207
A5PL33	IPI00183331
A5PL33	IPI00855982
A5PL33	IPI00977239
A5PL98	IPI00511258
A5PLA0	IPI00774772
A5PLC8	IPI00810161
A5PLC9	IPI00854289
A5PLE2	IPI00851512
A5PLE7	IPI00854058
A5PLF5	IPI00854145
A5PLG0	IPI00851856
A5PLH4	IPI00933197
A5PLI4	IPI00851828
A5PLK2	IPI00803766
A5PLK6	IPI00031058
A5PLK6	IPI00104396
A5PLK6	IPI00871887
A5PLK6	IPI00902436
A5PLK6	IPI00902598
A5PLK6	IPI00902937
A5PLL1	IPI00464959
A5PLL7	IPI00454991
A5PLN7	IPI00514627
A5PLN7	IPI00784404
A5PLN7	IPI00885141
A5PLN7	IPI00885173
A5PLN9	IPI00847958
A5PLN9	IPI00848035
A5PLN9	IPI00872709
A5PLN9	IPI00884972
A5PLN9	IPI00885084
A5PMF6	IPI00490992
A5PMF7	IPI00485504
A5PMR2	IPI00512747
A5PMU4	IPI00510572
A5PMW0	IPI00502393
A5PMX1	IPI00817225
A5PMY6	IPI00898362
A5PN09	IPI00920034
A5PN28	IPI00495032
A5PN38	IPI00772886
A5PN43	IPI00833113
A5PN52	IPI00615816
A5WUL3	IPI00507585
A5WUL3	IPI00996766
A5WUN7	IPI00636521
A5WUT8	IPI00877538
A5WUX7	IPI00799134
A5WUY6	IPI00876727
A5WV69	IPI00770346
A5WVU6	IPI00801373
A5WVU9	IPI00854291
A5WVX0	IPI00613017
A5WVX1	IPI00496316
A5WW08	IPI00854275
A5WW08	IPI00944855
A5WW21	IPI00851175
A5WWA0	IPI00483444
A5WWB0	IPI00774667
A5WWB6	IPI00855456
A5WWC6	IPI00489770
A5X5Y0	IPI00376255
A5X5Y0	IPI00876853
A5X5Y0	IPI00877063
A5X5Y0	IPI00877086
A5X5Y0	IPI00877142
A5X7A0	IPI00851986
A5YKK6	IPI00166010
A5YKK6	IPI00410157
A5YKK6	IPI00642900
A5YKK6	IPI00880052
A5YM69	IPI00419046
A5YM72	IPI00847271
A5YM72	IPI00889615
A5YM72	IPI00942719
A6BLY7	IPI00658923
A6BM72	IPI00064606
A6BM72	IPI00432703
A6BM72	IPI00796004
A6BM72	IPI00872029
A6BMK7	IPI00692667
A6H584	IPI00675799
A6H5X4	IPI00280233
A6H5X4	IPI00652438
A6H5X4	IPI00944052
A6H5Y1	IPI00673126
A6H5Y3	IPI00755605
A6H5Z3	IPI00662007
A6H5Z3	IPI01008368
A6H603	IPI00224574
A6H603	IPI00869414
A6H603	IPI00869422
A6H603	IPI00869469
A6H611	IPI00222838
A6H619	IPI00881116
A6H619	IPI00881246
A6H630	IPI00117106
A6H630	IPI00874729
A6H630	IPI00885271
A6H630	IPI00919213
A6H639	IPI01008396
A6H666	IPI00380946
A6H684	IPI00990148
A6H687	IPI00226152
A6H690	IPI00228862
A6H690	IPI00895982
A6H694	IPI00108615
A6H6A4	IPI00134786
A6H6A4	IPI00831402
A6H6A9	IPI00227488
A6H6A9	IPI00339535
A6H6A9	IPI00461631
A6H6A9	IPI00475284
A6H6E2	IPI00263041
A6H6E2	IPI00462888
A6H6E9	IPI00759861
A6H6Q4	IPI00317495
A6H6T1	IPI00115703
A6H6W9	IPI00854387
A6H6X4	IPI00700795
A6H6Z7	IPI00854428
A6H707	IPI00701811
A6H712	IPI00718088
A6H730	IPI00707272
A6H737	IPI00866946
A6H739	IPI00688310
A6H742	IPI00691663
A6H750	IPI00702720
A6H751	IPI00691715
A6H754	IPI00694132
A6H754	IPI00886694
A6H757	IPI00710748
A6H759	IPI00843096
A6H767	IPI00706812
A6H768	IPI00854548
A6H769	IPI00694243
A6H770	IPI00713823
A6H772	IPI00691746
A6H773	IPI00691510
A6H779	IPI00854546
A6H782	IPI00854523
A6H784	IPI00709376
A6H789	IPI00703029
A6H791	IPI00699788
A6H793	IPI00854410
A6H795	IPI00701025
A6H7A0	IPI00825190
A6H7A8	IPI00685702
A6H7B0	IPI00854358
A6H7B1	IPI00827425
A6H7B4	IPI00854362
A6H7B5	IPI00695994
A6H7B8	IPI00687679
A6H7C2	IPI00854505
A6H7C9	IPI00692415
A6H7D1	IPI00823936
A6H7E1	IPI00729326
A6H7E2	IPI00713817
A6H7F2	IPI00729862
A6H7F6	IPI00686376
A6H7F7	IPI00854544
A6H7F9	IPI00711150
A6H7G2	IPI00689042
A6H7H1	IPI00718551
A6H7H7	IPI00690261
A6H7I3	IPI00696111
A6H7I5	IPI00715058
A6H7I7	IPI00854536
A6H7I8	IPI00854400
A6H7J1	IPI00696800
A6H7J2	IPI00712683
A6H8H2	IPI00348488
A6H8H2	IPI00855125
A6H8H2	IPI00974968
A6H8H5	IPI00757780
A6H8I0	IPI00855315
A6H8I0	IPI00923761
A6H8M9	IPI00397966
A6H8M9	IPI00397967
A6H8T2	IPI00498658
A6H8T2	IPI00855535
A6H8T7	IPI00854147
A6H8Y1	IPI00470932
A6H8Y1	IPI00760877
A6H8Y1	IPI00872938
A6H8Y1	IPI00893156
A6H8Y1	IPI00893272
A6H8Y1	IPI00893280
A6H8Y1	IPI00893915
A6H8Y1	IPI00894056
A6H8Z2	IPI00514992
A6H8Z2	IPI00874078
A6H8Z2	IPI00923599
A6H909	IPI00854043
A6JFQ6	IPI00763392
A6JUQ6	IPI00190199
A6N6J5	IPI00854039
A6N7Y9	IPI00823036
A6N9I4	IPI00839013
A6NAF9	IPI00498759
A6NAF9	IPI01018489
A6NC05	IPI00455619
A6NC42	IPI00257112
A6NC51	IPI00174908
A6NC57	IPI00247110
A6NC57	IPI00888032
A6NC57	IPI00969481
A6NC62	IPI00965849
A6NC78	IPI00798221
A6NC86	IPI00983701
A6NC97	IPI00057620
A6NC98	IPI00031029
A6NC98	IPI00384080
A6NC98	IPI00395716
A6NC98	IPI00398837
A6NC98	IPI00884966
A6NC98	IPI00885054
A6NCC3	IPI00479557
A6NCC3	IPI00966593
A6NCD1	IPI00871403
A6NCD4	IPI00164170
A6NCE7	IPI00151462
A6NCF5	IPI00887935
A6NCF6	IPI00455971
A6NCI4	IPI00431403
A6NCI4	IPI00740853
A6NCI4	IPI00785000
A6NCI4	IPI00887672
A6NCI5	IPI00647756
A6NCI8	IPI00397889
A6NCJ1	IPI00455371
A6NCK2	IPI00335269
A6NCL1	IPI00741960
A6NCL2	IPI00740275
A6NCL7	IPI00235708
A6NCM1	IPI00248639
A6NCN2	IPI00008669
A6NCN2	IPI00910810
A6NCN8	IPI00743350
A6NCQ9	IPI00375992
A6NCS4	IPI00887927
A6NCS6	IPI00921293
A6NCV1	IPI00470600
A6NCW0	IPI00736169
A6NCW3	IPI00743430
A6NCW7	IPI00739049
A6NCX1	IPI00472980
A6ND01	IPI00375752
A6ND01	IPI00939736
A6ND36	IPI00419166
A6ND36	IPI00854824
A6ND48	IPI00470370
A6ND91	IPI00419903
A6ND91	IPI00783370
A6NDA9	IPI01015843
A6NDB9	IPI00247674
A6NDD2	IPI00412560
A6NDD5	IPI00161093
A6NDD8	IPI00973976
A6NDE4	IPI00479500
A6NDE8	IPI00645726
A6NDG6	IPI00177008
A6NDH6	IPI00470611
A6NDI0	IPI00220591
A6NDJ8	IPI00785140
A6NDK9	IPI00455256
A6NDL7	IPI00186395
A6NDL8	IPI01022637
A6NDN3	IPI00719732
A6NDN8	IPI00398925
A6NDP7	IPI00161380
A6NDQ2	IPI00886994
A6NDR6	IPI00747084
A6NDS4	IPI00748211
A6NDU8	IPI00374272
A6NDV4	IPI00415061
A6NDV4	IPI00513780
A6NDV4	IPI00894263
A6NDX4	IPI00472348
A6NDX5	IPI00335409
A6NDY0	IPI00375983
A6NDY0	IPI00854628
A6NDY0	IPI00942797
A6NDY0	IPI01021917
A6NDY2	IPI00455824
A6NDZ8	IPI00742016
A6NE01	IPI00241802
A6NE02	IPI00373911
A6NE21	IPI00737624
A6NE52	IPI00377122
A6NE52	IPI00640715
A6NE64	IPI00394871
A6NE82	IPI00515051
A6NEA5	IPI00748138
A6NEC2	IPI00455333
A6NEC2	IPI00902662
A6NEC2	IPI01010691
A6NED2	IPI00399158
